label,text,predictions
0,No anti-immigration  xenophobic  racist rhetoric permitted YoungPeoplesParty Brexit,0
0,RT <user>: Islam is not a RaceNow let's make Islam Prove it is a Religion <user> ImWithYou MAGA <url>,0
1,BREXIT is a great NUMBERst step Next step is for GB to kick Sharia courts and Muslim sleepers amp; terrorists out of their country,0
0,"'this is not a time to overreact'

YOU JUST VOTED US OUT OF OUR BIGGEST TRADE PARTNERSHIP BECAUSE OF AN IMAGINARY MUSLIM HORDE
brexit",0
0,RT <user>: ItWasTimeToLetGoWhen the political union they were in wanted to cozy up to people where terrorism is a lifestyle choice…,0
0,UK Muslim stabs girlfriend: mother disapproved of his relationship with nonMuslim Brexit maga David Cameron The UK <url>,0
0,"Just of Numerous attacks on foreign owned business's since Friday Brexit RacistBritain 

<url> <url>",0
0,Has Madrid City Hall banner welcoming Syrian refugees been given a post Brexit update <url> spain,0
0,<user>  Yep it is all about sovereignity and not anti immigrant or racism <url>,0
0,"RT After BREXIT I Feel Like A Foreigner In My Own Country Is BREXIT Xenophobia 
<url> <url>",0
0,<user> what will happen the minorities in UK black hindu Muslim  gypsy Latinos etc with this Brexit  A bad day for the world,0
0,<user> OreillyFactor Will the Brits be able to make the foreigners leave Brexit,0
0,Brexit: Hate crimes surge as racist abuse of foreigners in UK condemned - <url> <url> via <user>,0
0,Let me guess - James chooses Islam over the free world too <url>,0
0,Interesting session on Brexit and the future: Foreign Affairs Committee NUMBERth June <url> <url>,0
0,There is a big difference between freedom of movement of people to and fro and the mass migration of entire villages as with RomaniaBrexit,0
0,A few British friends explained to me that EU embrace of Islam was their NUMBER issue <url>,0
0,Hehehehe Mophead Boris is gonna throw the anti immigration book at that one <url>,0
0,The NeverTrump faction IS the establishment - largely the foreign policy establishment amp; conservative purists <url>,0
0,England playing shit football Better blame the foreigners EURONUMBER ENGISL brexit,0
0,<user> I'll vote UKIP till I get my independence Sovereignty amp; equal migration policy When I voted leave I voted OUT OUT Brexit,0
1,"A Muzzie in UK raped a girl thinking Brexit would be defeated

This is your Country ENGLAND FIX IT

DeportHalal <url>",0
0,Voted Leave I didnt erect a boarder fence I didnt deport a migrant and I even managed to avoid threatening an MP Brexit  NUMBER of NUMBER,0
0,This will be a factor in `Norway` option gt;gt;EU and Swiss still at odds on migrant quotas brexit <url>,0
0,"Great idea SafetyPin Brexit

The simple way you can show solidarity with the UK's immigrant population <url>",0
0,When England must take millions of refugees and this happens:backhand_index_pointing_right:It doesn't take a politician to tell me why Brexit <url>,0
0,To sums it up They are leaving the EU because of the refugees they helped created by starting and fueling wars around the world Brexit,0
0,Non-English Scotland and London vote in large numbers for England to be ruled by foreign power referendum brexit euref ukip voteleave,0
0,NUMBER to NUMBER <user> has more outrage over UK leaving the EU than Radical Islamic Terrorism <user> <user> <url>,0
0,<user> Your muslim faith WTF You mean Christian don't you that's what you've been saying all along O_O BREXIT <url>,0
0,RT <user>: Obama sent back the Churchill bust plus multitudes of Muslim refugees  what could go wrong <url>,0
0,Want to know how stupid amp; futile Brexit is Watch impressive Radek Sikorski ex Polish foreign minister HARDtalk <url>,0
0,<user> Sign more foreign talent before the pound drops through the basement floor chexit wrexit Brexit,0
0,"Dollar far too strong now amp; for no good reason We may enjoy some nice foreign vacations but this will clobber US exports
Brexit",0
0,<user> virtual wastelands or war zones yet after doing all of that they cry when refugees amp; immigrants are at their doors Brexit,0
0,A tweet says White man arrived at a school having NUMBER muslim kid making victory signs at families walking past Is this the real Brexit,0
0,"David Cameron says immigration was a key issue in Brexit 
<url> <url>",0
0,"Brexit

Dutch anti-immigration leader calls for Dutch referendum on eu membership <url>",0
0,RT <user>: Right now the Muslim Brotherhood is freaking out for not being able to keep it in their pants long enough to take over t…,0
0,Using immigration to gain referendum votes was a Pandora's box <url>,0
0,Remember how Brexit was going to keep undesirable foreigners out That fail didn't take long  <url>,0
0,<user> Well main argument of the Brexit campaign was the take over by UK of its immigration legislation,0
0,Labour is out of touch on immigration How do you sustain such an muslim influx on svc's on the back of British workers Brexit VoteLeave,0
0,After  Brexit need to ensure human rights are upheld amp; we have a voice Migrant communities need to stay together <user>,0
0,We will be treated differently says UK foreign secretary by EU after Brexit vote Peston,0
0,<user> refugees ain't the problem It's illegals and unskilled legals brexit,0
0,The ppl of the UK are cleary fed up with Muslim Immigration that refuse to assimulate How many more refugees <url>,0
0,<user> <user> It seems our Govt + of the Nom for POTUS has gotten major funding from terrorist countries Wonder not on Brexit GB,0
0,How will this move affect OFWs in the UK given that a relatively anti-immigration stance was a huge part of the Leave campaign Brexit,0
0,Tim Harford on how Brexit could hammer foreign investment into UK inc car industry <url> <user> <url>,0
1,"RT <user>: Brexit

POWER TO THE PEOPLE

Time to defeat this Corrput Globalist and Muslim Boot-licker <url>",0
0,brexit Once again the holier than thou brigade are confusing concern about immigration with racism,0
0,Brexit so funny when UK citizen says on TV that they voted out because there are too many people here amp; they have a heavy foreign accent,0
0,<user> <user> Yesterday refugees in France were attacking British motorists EU = failed state Face facts Brexit,0
0,Facts voters should have considered before opting for Brexit: Immigration had boosted UK's gross domestic product … <url>,0
0,Will be on <user> at NUMBER:NUMBERpm tonight to talk Brexit and Canadian foreign policy with <user> Hope you'll tune in cdnpoli,0
0,<user> I don't know what racists will do but the uk public will probably vote ukip in NUMBER  who WILL limit immigration  brexit,0
0,Anti foreigner agenda and then TD Eamon Scanlon's question about how many Muslims applied for Irish citizenship <url>,0
0,<user> Hmm for Brexit they can't really change immigration policy without angering some big countries right Also for the healthcare,0
1,Sadiq Isis Muslim mayor is a total lunatic and will explode as Britain moves forward to independence <url>,0
1,Fusilier Lee Rigbylt;----Not Forgotten During The Brexit Vote Contemplations  Murdered by Muslim Converts Outside His London Barracks  ,0
0,Because the world Knows Trump is the only one worthy to run USA unless your Muslim then you are Hillary friend <url>,0
0,"Props to Putin I guess

How Russia is 'weaponizing' migration to destabilize Europe <url> via <user> brexit",0
