label,text,predictions
0,Right-wing Accelerationists and Infiltrators = White Supremacists at Protests:  <url>,0
0,<user> Your done Hell no JOEBIDENNUMBER,0
0,Shit got real real fast,0
1,Reality Super  BlackLivesMatter is a racist black hate group Soros’ target for manipulation They are now fully allied with ANTIFA and just as worthy to be designated as a Domestic Terrorists  Who was looting burning and murdering in the riots ANTIFA  BLM INSPIRED BLACKS <url>,0
0,This is what the happens in the brains of people who believe that NUMBERg internet causes Covid-NUMBER,0
0,<user> <user> Hey bruh  that's  not cool Democrats  play dirty but we should  play smarter MAGA,0
1,<user> <user> I heard the AntiChrist pontificate from the pulpit using all the six words of his vocabulary assisted by scores of made-up mumbled amp; slurred terms  He was ‘Biden his time and summoning forth his goons for more dirty work   - Thus Spake Zarathustra,0
0,<user> <user> <user> How dare you tweet crap during George Floyd’s funeral,0
1,"george floyd was known as ""mr smile"" and ""gentle giant"" because of his kindness he always protected women from the barresturant he worked at amp; used to wait with them until their ubers came fuck the police who killed this precious man   BlackLivesMatters  RAISETHEDEGREE <url>",0
1,If people think racism isn’t alive and well in Canada you are living under a rock I hope they not only arrested him for mischief but for a hate crime as well Considering it was a BLM march it would be well deserved asshole protestsNUMBER BLMTO,0
0,<user> <user> <user> Wait is this the clown who said that the riots would not stop after the elections Whose husband announced that he was the husband of the next President Who is fooling the East Indian people into believing that she is one of them Dumped Jamaica now,0
0,"hey Austin store owners need to order new store signs that post ""no shoes no shirt no mask- no service"" atx austintx cc <user> <user> <user> <user> <user> COVIDNUMBER COVIDNUMBERSWEDEN",0
1,This is not a game <user> Moron You worry more about your stupid hats than NUMBERNUMBER American lives lost from covidgo away you imbecile:United_States:,0
0,<user> <user> <user> So you admit that Trump was also classless I'd say that failing to condemn white supremacists is pretty classless Yet you pretended not to understand why he failed to do it Brian just admit it - the president is also a white nationalist,0
1,<user> For you and your Chinese overlords 操你,0
0,This is not even CLOSE to true,0
0,As COVID-NUMBER continues to impact the nation learn how <user> works to support Florida’s veterans and military families: <url> <url>,0
0,<user> His ONLY plan is to steal the WH He's a one-trick jack<user>,0
1,<user> <user> <user> Putin's BunkerBitch  TrumpIsADomesticTerrorist TrumpDeathTollNUMBERK VoteBlueLikeYourLifeDependsOnIt BlackLivesMatter EnoughIsEnough:middle_finger::face_blowing_a_kiss: <url>,0
0,<user> This is such a lie This tweet is egregious Delete it,0
0,<user> <user> We lost count of how many white men have killed you George  i cant breathe floyd makes number what,0
0,"""NEW COVID-NUMBER ADVISOR IS A FRAUD AND NOT AN EXPERT  Researchers amp; doctors at Stanford's Med School say Alas is NOT AN EXPERT IN DISEASES In fact he """"peddles falsehoods""""  ABC NEWS NUMBERNUMBERNUMBER and Business Insider NUMBERNUMBERNUMBER""",0
0,Good job <user> :winking_face:,0
0,<user> Dear God,0
0,Definitely not punching down,0
0,‘We’re moving in the wrong direction’: Houston mayor issues dire warning about Texas COVID-NUMBER explosion - Raw Story <url> via  <user>,0
0,<user> Bush was incredibly bad and both left the economy in shambles But Bush succesfully fought Sars Covid NUMBER and implemented the pandemic rapid response team in the WH trump sent them home Bush was a foe to Putin and never got a love letter from North Korea So trump is much worse,0
1,Useful Idiots Podcast: George Floyd protests Dems’ failures and the NUMBER election with guests Marianne Williamson and historian Dr Gerald Horne <url>,0
0,<user> Some people talk much but say little,0
0,<user> <user> <user> God Bless the USA amp; Pres Trump EVIL NWO Globalist MAFIA is paying anarchistthugs to destroy and destabilize America Russia hoax failed Impeachment failed CovidNUMBER falied now Riots burning destroying America's cities This fight is Good vs EVIL <url>,0
0,<user> THIS IS WHAT YALL DO BlackLivesMatter NewYork NYPD <url>,0
0,just a question how can you able to murder someone who has that smile i mean how what a heartless being,0
1,<user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> I can't believe my fellow Minnesotans are that Fling stupid Its always been a dem state butBiden and heals up Harris Good God,0
0,"Who said RIP is Muslim abbreviation  Show me  Itsy a general term use for all religion    Say  "" He is Allah  Who is One """,0
1,MY GOD :bullseye:  All true   It is utterly unconscionable   The cruelty burns through my soul — I will never understand what the GOP did to the American people  This party should DIE just like all their victims of Covid  MAGA MORONS   VOTE THEM ALL OUT   :police_car_light::police_car_light::police_car_light:,0
0,<user> <user> Trump golfing this weekend while people die from CovidNUMBER <url>,0
0,"Funny how he calls the Protesters ""Anarchists"" but not the Police Officer who murdered George Floyd and the other Officers who stood over and watched <url>",0
0,<user> <user> <user> And this Big Guy will mindlessly drug hoover all the Cocaine off Malia Obama in the West Wing kitchen before doing megadeals on China White <url>,0
0,This is nuts Parents don’t want their kids tested,0
0,"<user> <user> <user> <user> Their word someone shot at them:thinking_face:  Kind of like their word they didn't murder GeorgeFloyd or they ""accidentally killed"" BreannaTaylor ",0
0,Nothing said at all <user> mentioned David Dorn last night on Fox Very respectful He was a great man black amp; didn’t get the respect he deserved Off duty amp; went to help a business being rioted because of the Thugs Sad:folded_hands_medium-light_skin_tone::folded_hands_medium-light_skin_tone::folded_hands_medium-light_skin_tone::folded_hands_medium-light_skin_tone:,0
0,Looter Shot Dead by Pawn Shop Owner in George Floyd Minneapolis  Riots Midwestern city rocked by anarchy <url>,0
0,"<user> <user> <user> ""GOP operatives"" :face_with_tears_of_joy:",0
1,With great Italian Americans like Fiorello La Guardia in US history why would anyone want a racist like Columbus to be the symbol of a nationality  Hell pick Garibaldi who at least supported the anti-slavery movement in the US   <url>,0
1,<user> Pennsylvania a racist state I’m every city we’re shown by the cops and they don’t give a fuck State regionals too Nah fuck them all I’m from York and a York city cop re-enacted George Floyd’s death Sign and get this man off the force  <url>,0
1,don't take the mark of the beast washington disease pedophiles baby eating drinking blood murderers coroner=corona sheeple lead to the slaughter house HOAX VIRUS THE JESUITS ARE REAL TERRORIST,0
0,<user> So after doing some research a page called OpDeathEaters and youranoncentral are spreading false info people just believe it because there under the name 'anonymous' and think there actually hackers OP shared that Princess Diana was assassinated but that's from a fake news site,0
0,kill coronavirus w kindness <url>,0
0,<user> <user> <user> <user> <user> Just say you’re racist and go you literally have nothing more to say just over and over,0
0,<user> <user> <user> No one and I mean no one wants China to own us Biden sold us out Vote Trump to keep Americans safe TrumpNUMBER <url>,0
0,Madness rules this world,0
0,<user> Did he really die of COVID-NUMBER ,0
0,<user> <user> THE SCAMWOW PRESIDENT,0
0,<user> The fact that a lot of supporters for BlackLivesMatter are from India shows that our society is changing realising its own mistakes and trying to correct it So yes your Mockery is definitely not doing anything except denying a change that exists in Indian society,0
1,Because he has no intelligent thoughts,0
0,Why does the union support tRUMP,0
0,<user> <user> No he doesn’t It’s GOP propaganda Another reason why we need to vote for <user>,0
0,This is why the BlackLivesMatter movement is so freakin important This is why the protests will only continue to get stronger This is why the voices will only get louder This is why we can’t ever stop fighting for black equality,0
0,<user> Right even if you have to fill them out yourself,0
0,<user> <user> Truth from Trump Hahahaha Man the Republicans are getting so stupid,0
0,Thousands in Australia rally against racism and killing of George Floyd <url>,0
0,They are so dirty,0
1,<user> You’re joking right shuffles; covid cases are up as well as covid related deaths you imbecile or do you not recognize the NUMBERk deaths because they make you look bad,0
1,<user> told the Proud Boys to stand by then tells his supports to go into the polls and watch  Sounds like a call for intimidation and terrorism If you are still undecided you are a racist  If your are undecided and say but <user> amp; <user> you're racist,0
0,I am not black but I see you I am not black but I hear you I am not black but i mourn with you I am not black but I will fight for you BlackLivesMatter <url>,0
0,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:Golden,0
0,STUPIDITY abounds in Mainstream Media,0
1,<user> <user> Our Vice Bobblehead and Criminal GOP,0
0,"Consider how long and what it took—including video of the last NUMBER minutes and NUMBER seconds of GeorgeFloyd’s life and weeks of national and international protest—just to get the NFL to simply admit: ""We were wrong"" NFLapology blacklivesmatter takeaknee ColinKaepernick",0
0,The Trump administration is delusional,0
0,Oh thank you for Recognizing <user> Mr Prez <user> Whenever you ask to Show the Crowd they always do so They’re awesome very Friendly amp; they Respect amp; Luv you too Like All us Patriots At times they have <user>  A Champion for the Unborn Children MAGA,0
0,remember when BlackLivesMatter did this <user>,0
0,For general information about the coronavirus we recommend checking out <user> <user> <user> amp; <user> Who do you go to,0
0,<user> why are u even eating that do u want the coronavirus :nauseated_face::woozy_face::woozy_face::woozy_face::woozy_face::woozy_face:,0
0,Who has advised the Gov that federal aid is tied to not wearing masks   Mnuchin pence  That’s deliberately endangering people,0
1,NUMBER SIGMA Simulation Systems NUMBERS built these CPR dummiesBuilding is now burned down in MinneapolisGeorgeFloyd GeorgeFloydHoax,0
0,India and Colombia are getting ridiculous  coronavirus COVIDNUMBER <user> <user> <user> <url>,0
0,covid has turned me into a little snitch but i only snitch on the snitches,0
1,Dear Mrs Biden stop abusing your husband to death,0
0,Yep And the cops are PISSED too :thumbs_up:,0
0,YES but we can't support looters who are on the streets,0
1,<user> The GOP Chairwoman  doesn't know who the current president is I'm going to blame Ronna McDaniel for the Covid crisis Sounds like she's dumb enough to believe that,0
0,Trump on Covid death toll: 'It is what it is'   ⁦ <user> <url>,0
0,<user> <user> Trump is Destroying America in the midst of the COVIDNUMBERat that :hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points:,0
0,NO JUSTICE NO PEACE RAISETHEDEGREE  BLACK_LIVES_MATTER   <url>,0
0,<user> Five democratic governors killed more people from covid than almost everyone else combined,0
1,<user> Here's another thing ya just can't make up  Your NUMBER year old son smoking crack and abusing children on video  And yet here we are,0
0,<user> <user> <user> <user> Trump has dropped more bombs in three years than Obama did in eight,0
0,Two viruses But white blood cells can’t fight off white supremacy,0
0,Smash mouth,0
0,Wow This is real,0
0,<user> <user> My hand is raised Trump is the worst President this country has had to suffer through <url>,0
0,<user> <user> <user> Covid NUMBER-poll You’re irrelevant now Shut up,0
1,I know it ain’t shit but anything I can do to help BlackLivesMatter :brown_heart: <url>,0
0,This is disgusting :enraged_face:Just like his dad,0
1,Everybody hates you covering for pedos Twitter  Fk'n Pieces of :pile_of_poo::pile_of_poo::pile_of_poo: <url>,0
0,ProudBoys are American patriots that support the Constitution and believe in family values The FakeNewsMedia always calls the right racist but they are the true racists standbackstandby <user> slayed <user> last night KAG,0
0,UK cell towers torched amid bogus conspiracy theories that link NUMBERG with coronavirus <url>,0
1,<user> <user> <user> <user> Anonymous died in NUMBER when everyone got snapped up for dossing the banks whoever was left lurked NUMBERchan So nazi right wing hackers are part of team BLM Use your common sense fuckwit Anyone can make a anonymous video,0
0,He was a master criminal and that’s why he was arrested in the first place He was suspected of stealing by writing hot checks I’ve heard Information about his criminal activities is sketchy and are being hidden from the public I don’t know why,0
0,That’s the TEA on performative activism :eyes::hot_beverage:   also I’m pretty sure that black out Tuesday got more posts than signatures on individual petitions which honestly take just as much time if not less than posting the black square,0
0,"""For to be free is not merely to cast off one’s chains but to live in a way that respects and enhances the freedom of others""     —Nelson Mandela",0
1,Need I say more Trolling the Democrats is by far one of my favorite pastimes looks like <user> does to Except <user> does it with class and He trolls like an expert Go get em President Trump Screw those Anti-American Dems They are worthless and total losers MAGA,0
1,Says the woman who was out in salons after the lockdown started You all suck but Pelosi is hot garbage,0
0,<user> <user> <user> You are delusional,0
1,FUCK ALL YALL MASKSON,0
1,<user> What about the NUMBERNUMBER that you and your husband have already killed and the thousand more that attended your Covid racist rallies  Now your giving us tips NO THANK YOU You and your cheating husband will come nowhere around our families,0
0,<user> <user> <user> <user> The only thing Joe Biden can draw are Trump supporters <url>,0
0,<user> GFuelEnergy: Just NUMBER helps AFFIRM Los Angeles incarcerated juvenile probation youth through journal writing amp; organized sports  Feel inspired Visit amp; DONATE for our fall Affirmative Flag Football program at: <url>  BlackLivesMatter JuvenileProbation PSNUMBER,0
0,Have you heard this <user> - FTP NWA Mashup  blacklivesmatter  CommishRadio <url>,0
0,The way-,0
0,""" <user> WHY DON'T YOU DOUBLE YOUR HUSTLE AND MAKE UP TO NUMBERNUMBER WHILE STAYING AT HOME TO AVOID COVID NUMBER  """"ASK ME HOW""""""",0
1,<user> how stupid do you feel back <user> Your legacy is in shambles The corruption and traitorous deals with Chins make you look FOOLISH and prove to anyone awake your administration was NOT scandal free,0
0,<user> And your a has been,0
0,Me: damn this coronavirus is so scary                                                   Lu: good thing you only drink modelo foo,0
1,For some White People Don’t Matter  Understand that <url>,0
0,Free UChicago Lectures On Racial Justice Coronavirus And More Available <url> via  <user>,0
0,If California tried to secede we'd be blockaded and Predator-droned and starved back into line within NUMBER weeks <url>,0
0,"""This is The Federalist's Corana Parties on steroids Just because the governor said you can reopen doesn't mean you should or have to"""" reopen Have some fucking common sense people   <url>",0
0,<user> The common flu kills more than Covid You e seized on this opportunity to mislead WA residents What you’re doing and instructing residents to do is a complete scam and per your personal political agenda VOTEINSLEEOUT RESIGN,0
0,<user> <user> - trump time to ban coats the science is clear Biden whats your stand on coats if you dont win this election biden when the logic of trump gov't covid science is similar to this sort of logic your country is ruined my friend Trump is a joke,0
0,<user> <user> Did Trump not hear the Trump tapes of him admitting Lying to the American people about how Contagious and Deadly Coronavirus can be to Everyone,0
1,Go Fuck Yourself You Fucking Stupid Asshole Racist,0
0,Cause Stone Cold said so BlackLivesMatter <url>,0
0,Complete insanity dreamed up by people who live in fantasy world,0
0,<user> <user> <user> And then continue legislative constipation because the senate is locked by traitors to the people of this country There is almost half the country who would happily leave their neighbors high and dry without batting an eye,0
0,The New York Times Attempts to Name Coronavirus After Trump Fails Miserably…Again <url> <url>,0
1,We're all thinking it  Trump gets coronavirus and spreads it through Republican ass kissing   coronavirus  FakePresident,0
0,<user> <user> <user> <user> <user> I'd say the same to youYou got duped by a Manic in the WH I can't deal with the lies amp; misinformation Covid lies and NUMBERNUMBER ppl have died He's not a PresidentHes a bad Business man Who can't handle crisis that don't affect him personally He doesn't care if his base dies,0
0,<user> <user> <user> Thank you for destroying USA,0
0,When we opened back up just a little the ’s spiked That should tell you something  Stay home Stop spreading this You are putting me and people like me at a much increased risk We are not expendable   COVIDIOTS  TrumpFailedAmerica  BidenHarrisNUMBERToSaveAmerica,0
0,My beloved state of Texas Governor Abbott is against the murderous act of Mr George Floyd <url>,0
0,<user> Hell Yeah  Covid ain’t got nothing on a tough bastard like you,0
0,<user> Is that all you have The racist label,0
1,<user> <user> Fuck off racist bitch,0
0,<user> as u should she made fun of george floyd’s death :,0
1,Crap Stop the BS He was paid large sums of money amp; used this as a springboard to later fame amp; more money which is what he wanted  I watched several Bamp;W Minstrel shows with my parents amp; neither the show nor my parents were racist   Fact is it was simply an early form of BGT,0
0,Look at all those people for Trump,0
1,your kid fucking sucks at drawing,0
0,What the frickity-frack,0
0,<url> awful,0
1,This is happening in New York city Cuomo  Cuomohatesjews <url>,0
0,If anyone actually believes the elites are following the same guidelines we are are fooling themselves Just like in Massachusetts politicians were literally caught having party Michigan Whitmer COVIDNUMBER <url>,0
0,"<user> It’s extremely shameful how quick you are to throw the movement under the bus claiming that we are ""manipulating"" George Floyd’s TRAGIC AND UNJUST death to defend your racist friend For the first time in history racists are being forced to face consequences",0
1,:smiling_face_with_heart-eyes:THIS IS SO FUNNY  :face_with_tears_of_joy::rolling_on_the_floor_laughing:WATCH <user> MAKE A ASSDONKEY OUT OF HIMSELF <url>,0
1,<user> Sure Camel When he imposed the travel bans the demoslobs called him xenophobic,0
0,FUCK YES :bat:  Work From Home with No Pants on continues through December NUMBERst because my state doesn't know how to wear masks and my work is terrified of flu season   Covid fucking sucks but WFH is amazing :black_heart:  NoPantsDance HermitLife WearAMask <url>,0
0,<user> Biden had America's back He stabbed it,0
0,Now antifa is attacking BLACK police officers for no reason,0
1,<user> <user> WE ARE NO LONGER MAILING OUR BALLOTS HAND DELIVER HAND DELIVER HAND DELIVER DO IT TODAY AS THERE ARE FREEZING STORMS ON THE WAY AND WE DON'T WANT DEMOCRATS TO GET SICK LEAVE THE LINES FOR THE IGNORANT BIGOTS HOW WILL BE IN LINE ON ELECTION DAY,0
0,Expel the cop unions,0
0,Say their name Darick Napper NUMBER-NUMBER-NUMBER BlackLivesMatter,0
1,Things that make you go :thinking_face::thinking_face::thinking_face::thinking_face::thinking_face::thinking_face: RUSSIA BIDEN LIBTARDS WHERE'S YOUR OUTRAGE ,0
0,Why does the Government Far Left only pick on the Blacks when there are so many other races in America,0
1,i don’t wanna go out ever again jesus y’all clearly don’t give a fuck then want the same people who warned you to feel sorry for you when you or your loved one get covid lmfao,0
0,<user> Joe Biden amp; the China Communist Pwhich organised in a strategy to control the USA through Dumping amp; Debtamp; attacks us with fentanyl with the Mexican cartelsthe major threat to the USA Sign: <url> MAGA LaptopFromHell COVIDNUMBER China <user> <url>,0
1,They should just call this chapter in the history books The Price of White Supremacy and have it just be the number of COVID-NUMBER deaths,0
1,<user> <user> the KKK Racist democrats ride for their white Knight KKK Dementia Joe,0
0,LA today BlackLivesMatter  video: <url> <url>,0
1,You don't care about American lives All you CAIR about is furthering your infiltrator's agenda of sowing division hatred amp; anti-Semitism while cheating lying stealing amp; spewing hateful rhetoric amp; propoganda The American people see right through you zealot OustIlhanOmar,0
1,Saying you're white and grew up with a mostly non white population and know what racism is like is NOT HELPFUL and insulting to POC dearwhitepeople yes you can experience discrimination but you haven't been marginalized by systemic racism  Sit down amp; listen blacklivesmatter,0
0,Flip Texas Blue  Vote your Vote is your Voice fight for your right to vote With Your Vote EVICT the GOP Suppressors OUT,0
1,<user> <user> A well regulated Militia being necessary to the security of a free State the right of the people to keep and bear Arms shall not be infringed  Just in case you're to stupid amd lazy Last part read that nice and carefully Haha liberals Village idiots,0
0,<user> Yes you lost Yes the American people have fired you But-  YES- you are President until January and there is still a pandemic START SHOWING UP FOR AMERICANS NOW trump maga donaldtrump usa  conservative america covid politics makeamericagreatagain <url>,0
0,DemocratsAreDestroyingAmerica KAGNUMBER BlackLivesMatter are terrorists,0
0,sickest ive ever been in early November literally thought i was gonna die,0
0,ppl get killed for breathing while being black and this i’m glad this man isn’t dead but wow,0
0,<user> and <user> - I can not and will not vote for someone who doesn’t fully support our law enforcement officers You can make any excuse you want but the vast majority of the people want law and order now,0
0,Derek George Floyd’s murderer only got arrested because of international pressure This man has been murdering people for years This arrest isn’t justice BlackLivesMatters <url>,0
0,Imagine Siri being your favorite ally :black_heart: BlackLivesMatter <url>,0
1,this country is a fucking sham,0
0,BBC News - George Floyd death: Minneapolis to host first memorial event <url>,0
0,No-class Obama strikes again Now that the riots are starting to die down he’s gotta fire them back up again Soros’s orders,0
0,Update: someone vandalized the sign I put up along with someone else’s If you still don’t think racism is a Canadian problem—wake up It’s in your town It’s your neighbours BlackLivesMatter <url>,0
0,This is callous and cruel to the hundreds of millions of Americans who've buried loved ones due to covid without being allowed to even have proper funerals and who are still grieving - while at risk of catching it themselves,0
0,<user> <user> How about those incompetent democrat governors forcing COVID-NUMBER patients into nursing homes <url>,0
0,"""Cheating at golf"" There I fixed it for you BidenHarrisToSaveAmerica",0
1,Chicken Sht way to drop out the debate,0
1,<user> Go to hell pedo,0
0,what is new york doing :woozy_face:,0
0,"""Black violence is expected and insoluble while white violence requires explanation and demands solution  Please look into your hearts and see how monstrously bigoted this formulation truly is"" BLM Hypocrisy <url>",0
0,"<user> <user> ""nobody has so far painted him as a white supremacist""",0
1,MAGANUMBER KAG fools Your dumbass dictator is the one who caused this mess the DEATHS the economy that's in tatters because of his EGO,0
1,I’ve had racist shit happen to me as a brown picnicker my entire childhood in Scotland even when it was just me my mum my little sister as a teen in Princes St Gardens Edinburgh as a student in Liverpool and Manchester,0
1,BREAKING Anonymous QAnon NewsAlert Trump BlackLivesMatter  PoliceReform Seattle COVID GeorgeFloydprotes  Don't worry <user> <user> IS CLOSING NUMBER STORES SO DON'T WORRY THE TERRORISTS HAVE BEEN TAKEN CARE OF  EFFEN BAPHOMET BASTARDS  STAY CLASSY SEATTLE <url>,0
0,ALL BLACK PEOPLE SHOULD NUMBER GET A GUN LICENSE AND GUN and NUMBER REGISTER TO VOTE AND VOTE EVERY YEAR BlackTwitter BlackLivesMatter,0
1,<user> Duty to care  Yet you don’t mind murdering children in the womb  Your sick  Who let their child get within NUMBER feet of you,0
0,Ohio GOP Lawmaker Claims COVID-NUMBER Tests Are ‘Dictatorship’ Conspiracy — ‘Stop Getting Tested’    <user> <url>,0
0,<user> I remember very well How can I forget I support him doing it as well Just putting in my two cents Screw the haters who says it's not Patriotic They Obviously don't know what it stood for He was brave for doing it BlackLivesMatter,0
0,Cuomo is moving up on the triangle of the deep state with his ridiculous communist clown show,0
0,<user> A racist one IndigenousLivesMatter BlackLivesMatter,0
0,<user> <user> Its all about sharing the human experience And in other news stuff it,0
0,"""Struggles with message"" is a strange way to say ""Explodes in Rabid Racism""",0
1,<user> <user> <user> I’m sure protesters did get covid from the protest but thats not the main source of the spread There’s so many people that give a fuck about the virus until it actually hits home We have most maga ppl refusing to wear a mask then bitch and complain when they are in lockdown,0
0,<user> That’s because of the four-year temper tantrum the Left threw the night Trump won the election You’ve wasted so much time on defaming him instead of informing us so now we see you for what you are This will all blow up in your face mark me,0
1,<user> You mean the liberals docause all y'all do is cheat No moral code,0
0,<user> You misspelled anti murdering George Floyd,0
0,‘Young people need support and help finding ways to stay socially connected during the pandemic said Julia L Marcus an assistant professor of population medicine at Harvard Medical School’ via <user> <url>,0
0,People are afraid :crying_face:   I blame The Media on this hysteria It's sickening :persevering_face:,0
0,This is bad - really bad,0
0,Bruce <user> your ad insults the intelligence of American workers They’re not stupid They know if Biden wins China wins <url>,0
0,<user> Im not convinced of anything and have no faith Before Covid all we heard were indictments were coming Well where'd they go Barr let's McCabe offComey still walking freeStrzok free and some still on payroll Now the  wiped cell phones FBI above the law This is  shit show,0
0,Why is people making GeorgeFloyd  a martyr He served NUMBERyrs for bamp;e and sticking a shotgun to a womans pregnant belly,0
1,This is why so many people think Germans are the worst tourist,0
0,""" <user> <user> <user> Ooooo Jeff better run  this moron just said """"you too Jeff"""":face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear: I'm so scared Great now Covid-Donny might have a chance at winning because big Barry said """"you too jeff"""":rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: <url>",0
0,I spoke with the Mayor and City Aldermen about these racist messages who tell me there is one thing we need to be fighting and that’s COVID-NUMBER More tonight at NUMBER NUMBER amp; NUMBER,0
1,<user> Disgraceful performance by Depends wearing Joe Biden,0
0,<user> <user> Your number is off by NUMBERk NUMBERNUMBER+ Americans are dead <url>,0
0,NUMBER days later and this review is still being highlighted on this books' page perpetuating the idea that you have to read books only about your own experience Are you going to comment <user>  booktube BlackLivesMatter,0
0,My NUMBERYO son can’t fall asleep just tearfully told me he can’t wait until there’s a world without Covid   Vote for <user> ya’ll so our children can sleep easy Vote VoteBlueToEndTheNightmare,0
0,RAISETHEDEGREE His death was not an accident Chauvin knew what he was doing when he choked George Floyd he was murdering him Don't kid yourself it is murder Intentional blatant disgusting murder No bail for a murder,0
0,<user> <user> Hell yeah,0
0,"""Our commitment is to end our city's toxic relationship with the Minneapolis Police Department""  It's a police department not your boyfriend you immature kids :unamused_face:",0
0,I certainly think the death of George Floyd was wrongful and needs to be addressed <url>,0
0,<user> <user> <user> What exactly has Biden done:thinking_face: <url>,0
0,Meat eaters r mad in the replies bc they know they're doing the wrong thing and don't have the willpower NUMBER do the right thing  I mean she spit facts,0
1,If we’re still alive NUMBER years from now feel free to tell me I was wrong about incremental change not doing a fucking thing to help divisiveness in this country Actually make it NUMBER ClassWar Revolt DefundThePolice BlackLivesMatter <user> <user>,0
0,<user> My bank account is on the ballot I don't get my morals from govt MAGA,0
0,<user> <user> We see <user> true colors in this pic blacklivesmatter b DrewBreesIsCancelled,0
1,<user> <user> <user> Why is <user> an open Nazi supporter,0
1,<user> <user> Fuck you barry boy,0
0,<user> <user> In mother Russia this would never happen Quick Trumpy get on the phone to Vlad MAGA,0
1,<user> <user> Dirty smelly hindu <url>,0
1,"""Don’t be afraid of Covid Don’t let it dominate your life"" The freaking president of the United States TrumpCovidHoax TrumpLiedNUMBERKDied",0
0,<user> you and your family are corrupt  You sold your position to China and I can’t believe you are asking us to put you in the White House  NUMBER years has been long enough and you’ve done NOTHING but sell out America,0
0,<user> <user> <user> <user> It has been confirmed by media he has denounced NUMBER times Shame you were not listening Probably watching liberal news,0
1,I'm really trying to dial down on my tweets about disliking <user> but when he talks about injections of disinfectant its kinda hard to ignore that much stupidity imtrying hemakesittoeasy,0
1,Disgusted with <user> to have gotten the most deliriously pandering email from their CEO stating as if it were fact that George Floyd’s death was a result of systemic racism  Such utter bullshit to make that claim when there is no proof at all that it was racially motivated,0
